blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,redWardsPlaced,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled
1,108,1,6,5,8,0,0,0,7.0,238,17,0,5,6,5,0,0,0,7.0,223
1,19,0,6,5,5,1,0,0,6.8,209,15,1,5,6,10,0,0,0,6.4,180
0,15,1,9,6,5,0,0,0,6.6,210,15,0,6,9,6,1,0,0,7.0,216
0,14,1,6,8,6,0,0,0,7.2,219,14,0,8,6,10,1,1,0,7.0,230
1,15,1,10,4,13,1,0,0,7.2,212,37,0,4,10,2,0,1,0,6.8,222
0,16,1,7,8,11,1,0,0,6.8,241,18,0,8,7,9,0,1,0,6.8,232
0,12,0,3,8,3,0,0,0,6.8,205,13,1,8,3,4,1,0,0,7.4,211
0,15,0,5,7,8,1,0,0,6.4,215,17,1,7,5,10,0,0,0,6.8,211
0,39,1,7,4,6,0,0,0,7.2,207,22,0,4,7,4,0,0,0,6.8,224
1,22,1,4,7,4,0,1,1,6.6,224,17,0,7,4,8,1,0,0,6.8,209
1,51,0,10,5,16,1,0,1,6.4,173,14,1,5,10,4,0,0,0,6.8,207
0,23,1,8,10,8,1,0,0,7.0,205,13,0,10,8,7,0,1,0,7.4,207
1,9,1,6,7,6,0,1,0,7.0,204,84,0,7,6,5,1,0,0,6.8,212
0,19,0,4,7,2,0,0,0,7.2,234,24,1,7,4,7,1,0,0,7.2,243
1,15,1,9,3,11,0,0,0,7.0,220,11,0,3,9,4,1,0,0,7.0,215
1,47,1,2,1,3,1,0,0,7.0,230,14,0,1,2,2,0,0,0,6.6,245
0,14,0,3,4,6,0,0,0,6.8,226,14,1,4,3,4,0,1,0,7.0,237
0,49,1,4,4,4,0,0,0,6.6,178,13,0,4,4,6,0,0,0,6.6,217
1,20,0,6,3,5,0,0,0,7.4,243,16,1,3,6,2,1,0,0,6.8,250
0,41,1,6,7,8,0,0,0,6.6,204,18,0,7,6,6,0,0,0,7.4,242
1,59,0,3,6,6,1,0,0,6.8,238,11,1,6,3,6,0,0,0,6.8,233
0,16,1,9,8,12,0,1,0,6.2,166,19,0,8,9,8,1,0,0,6.8,208
0,27,0,6,10,4,0,1,0,7.0,202,14,1,10,6,8,1,0,0,7.0,226
1,15,1,9,4,12,1,0,0,6.6,210,14,0,4,9,5,0,1,0,6.8,200
0,91,1,7,6,12,0,0,0,7.0,227,13,0,6,7,3,1,0,0,7.0,250
1,16,0,6,9,3,1,0,0,6.6,199,14,1,9,6,10,0,0,0,7.2,217
0,16,0,9,18,9,0,0,0,6.4,162,18,1,18,9,16,0,1,0,6.8,169
0,33,0,10,7,11,0,1,1,7.2,183,14,1,7,10,8,1,0,0,7.0,201
1,16,1,7,3,10,1,0,0,6.8,228,10,0,3,7,4,0,1,1,6.4,193
0,18,0,4,7,5,0,0,0,6.8,219,10,1,7,4,9,0,1,0,7.2,222
0,42,0,8,7,13,1,0,0,6.4,165,19,1,7,8,10,0,0,0,6.6,201
0,18,0,4,7,2,0,0,0,6.6,208,37,1,7,4,5,1,0,0,7.0,227
1,19,0,6,6,9,0,0,0,7.0,238,18,1,6,6,8,1,0,0,7.0,229
1,14,1,13,1,10,1,0,1,7.2,258,15,0,1,13,1,0,0,0,6.2,178
1,13,0,4,5,7,0,0,0,7.0,217,14,1,5,4,7,1,1,0,7.2,235
0,15,0,10,9,13,1,1,0,7.0,192,15,1,9,10,5,0,0,0,7.2,226
1,15,0,5,4,7,0,0,0,7.0,205,28,1,4,5,4,0,0,0,7.0,179
1,17,1,7,2,5,0,1,0,7.4,226,16,0,2,7,1,1,0,0,7.4,268
1,40,1,10,2,14,1,0,0,7.0,203,13,0,2,10,3,0,0,0,6.0,184
1,24,1,6,5,6,0,0,0,6.6,195,14,0,5,6,6,1,0,0,7.0,221
0,15,1,8,8,7,0,1,1,7.0,206,16,0,8,8,9,1,0,0,7.0,223
1,16,1,7,2,6,0,0,0,7.4,248,24,0,2,7,2,1,0,0,7.0,219
0,12,0,1,10,0,0,0,0,6.4,210,19,1,10,1,16,1,0,0,7.2,228
1,19,0,7,8,8,0,0,0,7.0,219,30,1,8,7,7,1,0,0,7.2,225
1,16,1,8,4,10,1,1,1,7.0,231,13,0,4,8,5,0,0,0,6.6,193
0,22,0,5,12,12,0,0,0,7.0,222,15,1,12,5,24,1,0,0,7.4,257
0,31,0,5,12,2,0,0,0,6.0,169,11,1,12,5,14,1,0,0,7.4,242
0,12,0,7,8,7,0,0,0,6.8,201,14,1,8,7,4,0,0,0,6.8,209
1,51,0,7,5,14,1,0,0,7.0,230,17,1,5,7,6,0,0,0,6.6,224
0,16,0,5,3,5,0,0,0,7.0,225,17,1,3,5,3,1,0,0,6.8,214
1,14,1,6,4,9,1,1,0,7.4,218,15,0,4,6,3,0,0,0,7.2,247
0,14,0,6,10,5,0,0,0,6.6,189,17,1,10,6,12,1,0,0,6.8,182
1,15,0,6,3,9,0,0,0,7.2,197,20,1,3,6,4,1,1,0,6.8,207
1,14,1,7,3,10,0,1,0,7.2,224,17,0,3,7,3,1,0,0,7.0,248
1,16,0,6,4,7,0,0,0,7.2,226,31,1,4,6,5,0,0,0,6.8,213
0,14,0,4,5,4,0,0,0,7.2,261,56,1,5,4,5,1,0,0,7.2,234
1,12,1,7,4,7,1,0,0,6.6,186,37,0,4,7,4,0,0,0,7.0,227
0,15,1,7,7,8,0,0,0,6.8,191,32,0,7,7,7,1,0,0,7.0,212
1,15,0,10,6,9,1,1,2,7.2,219,15,1,6,10,6,0,0,0,6.6,192
1,15,1,10,7,8,1,0,0,7.2,221,18,0,7,10,6,0,0,0,7.2,252
1,21,1,9,5,10,0,0,0,7.0,229,19,0,5,9,3,1,0,0,6.6,211
1,17,0,5,9,7,0,0,0,6.6,193,50,1,9,5,14,0,1,0,7.0,246
1,16,1,6,4,8,1,1,0,7.2,221,17,0,4,6,5,0,0,0,7.0,238
0,36,0,3,8,5,1,0,0,6.8,232,18,1,8,3,8,0,0,0,7.0,232
1,13,1,9,5,6,0,1,0,7.2,194,16,0,5,9,2,0,0,0,6.6,238
1,20,1,7,4,6,0,0,0,6.8,210,14,0,4,7,3,0,0,0,6.6,187
1,15,0,4,8,4,0,1,0,6.6,222,16,1,8,4,8,1,0,0,7.4,207
1,8,1,6,5,6,0,1,0,7.2,167,16,0,5,6,2,1,0,1,7.0,268
0,13,0,2,7,3,0,1,0,6.8,210,39,1,7,2,10,0,0,0,6.6,215
1,10,0,2,3,1,0,0,0,7.0,245,16,1,3,2,4,1,0,0,6.6,209
0,17,0,6,7,4,0,1,0,7.2,231,37,1,7,6,7,0,0,0,7.0,226
1,32,1,7,5,7,1,1,0,7.4,240,36,0,5,7,4,0,0,0,7.0,236
0,16,1,3,6,3,0,0,0,6.6,195,44,0,6,3,4,1,0,0,6.8,206
1,37,1,12,5,15,1,0,0,7.6,192,15,0,5,12,3,0,0,0,6.4,210
0,19,0,2,8,1,0,0,0,7.0,194,20,1,8,2,8,0,1,1,7.2,266
1,21,0,9,4,7,1,0,0,6.8,234,16,1,4,9,9,0,0,0,6.4,183
1,15,1,7,8,8,1,0,0,6.8,197,24,0,8,7,12,0,0,0,7.0,207
1,15,0,4,4,5,0,0,0,7.2,237,23,1,4,4,3,1,0,0,7.6,252
0,19,1,8,2,11,0,0,0,6.8,222,13,0,2,8,2,1,0,0,6.8,216
1,14,1,7,7,7,1,1,0,7.2,221,17,0,7,7,4,0,0,0,7.0,204
0,35,0,5,3,5,0,1,1,7.4,230,13,1,3,5,2,0,0,0,7.0,219
0,15,1,6,5,4,1,0,0,7.0,206,15,0,5,6,3,0,1,0,7.0,259
1,19,0,6,7,4,0,0,0,7.0,195,16,1,7,6,5,1,0,0,7.0,231
0,16,0,3,8,4,0,1,0,6.8,206,16,1,8,3,7,1,0,0,7.2,221
1,141,0,6,6,6,0,0,0,7.0,226,18,1,6,6,4,1,1,0,6.8,204
1,19,0,2,1,3,1,0,0,7.0,245,14,1,1,2,1,0,0,0,6.8,237
1,14,0,0,5,0,0,0,0,6.4,201,19,1,5,0,5,1,0,0,7.4,259
0,15,0,8,6,3,0,0,0,7.0,216,15,1,6,8,3,1,0,0,6.8,220
0,11,0,5,14,3,0,0,0,6.4,210,18,1,14,5,17,1,0,0,6.8,203
0,38,1,5,7,4,0,0,0,7.2,210,21,0,7,5,8,1,0,0,7.0,245
1,14,1,6,8,5,0,1,0,7.0,214,16,0,8,6,10,1,0,0,7.4,221
0,8,0,7,11,6,0,1,0,6.6,207,18,1,11,7,15,1,0,0,6.8,191
0,19,0,5,5,7,1,0,0,6.6,188,11,1,5,5,4,0,0,0,6.8,206
0,48,0,3,6,6,0,0,0,6.8,208,18,1,6,3,4,0,0,0,7.2,220
0,40,1,7,5,9,0,0,0,6.6,214,16,0,5,7,8,0,0,0,6.8,190
0,16,0,4,12,5,1,0,0,6.6,226,17,1,12,4,17,0,1,2,7.2,231
1,16,1,9,3,8,1,1,0,7.2,216,34,0,3,9,5,0,0,0,6.8,187
1,14,0,6,7,6,0,0,0,6.8,192,15,1,7,6,10,1,0,0,7.0,245
1,15,1,3,2,2,0,0,0,6.8,224,14,0,2,3,1,0,0,0,6.6,237
1,16,1,10,3,12,1,0,0,7.0,219,16,0,3,10,4,0,0,0,6.8,214
0,15,0,7,5,12,0,1,0,6.6,220,20,1,5,7,9,1,0,0,6.6,175
0,17,1,4,3,3,0,0,0,6.8,203,17,0,3,4,5,1,1,0,7.2,230
0,13,0,3,8,1,0,0,0,7.0,194,17,1,8,3,6,1,0,0,7.0,220
0,13,0,2,13,3,0,0,0,5.4,187,16,1,13,2,16,1,0,1,7.6,224
0,14,0,5,6,6,0,0,0,6.6,201,23,1,6,5,8,1,0,0,7.0,230
1,80,1,7,2,7,1,0,0,7.2,216,18,0,2,7,3,0,0,0,6.8,208
0,11,0,2,4,5,0,1,0,6.8,233,13,1,4,2,7,1,0,0,7.0,234
0,12,1,4,5,4,0,0,0,6.6,196,17,0,5,4,6,1,0,0,7.2,240
1,16,0,8,5,10,0,0,0,7.2,247,16,1,5,8,6,1,0,0,7.0,226
0,13,0,5,5,3,0,1,0,6.6,213,11,1,5,5,3,1,0,0,7.2,236
0,13,1,6,5,5,0,0,0,7.0,197,15,0,5,6,4,1,0,0,7.2,226
1,17,0,3,4,4,0,0,0,6.8,236,18,1,4,3,5,1,1,0,7.0,219
0,17,1,8,8,13,0,0,0,6.4,193,15,0,8,8,6,1,0,0,6.6,191
0,20,1,4,8,7,0,1,0,6.8,198,20,0,8,4,8,1,0,0,7.2,227
1,15,1,10,4,7,0,0,0,7.0,205,16,0,4,10,3,1,0,0,6.4,183
0,17,0,2,3,2,0,0,0,7.0,228,18,1,3,2,5,1,0,0,7.2,252
0,22,0,10,5,10,0,1,0,7.2,205,18,1,5,10,5,0,0,0,6.8,216
1,16,0,7,3,4,1,1,0,7.2,234,16,1,3,7,2,0,0,0,6.8,226
0,42,0,6,11,10,1,0,0,7.0,208,26,1,11,6,10,0,1,0,7.6,235
0,15,1,6,2,6,0,0,0,7.0,235,90,0,2,6,2,1,1,0,7.0,248
0,19,1,6,9,8,0,0,0,7.2,226,19,0,9,6,15,1,1,0,6.8,218
0,12,0,5,4,7,1,0,0,7.2,223,15,1,4,5,2,0,0,0,7.0,246
1,17,1,4,2,2,1,0,1,6.8,220,17,0,2,4,1,0,1,0,7.0,219
1,59,1,12,5,19,1,0,0,7.6,221,17,0,5,12,7,0,0,0,6.6,220
1,19,1,8,9,7,1,1,0,6.6,149,19,0,9,8,11,0,0,0,7.0,231
0,12,1,4,8,4,1,1,0,6.6,185,14,0,8,4,7,0,0,0,6.6,196
0,20,1,8,8,10,1,1,0,6.8,207,15,0,8,8,4,0,0,0,6.8,176
1,16,1,9,3,8,1,1,1,7.0,209,15,0,3,9,1,0,0,0,6.6,191
0,17,0,8,8,11,0,0,0,7.0,198,38,1,8,8,7,0,0,0,6.8,195
0,52,0,3,8,4,0,0,0,6.2,177,37,1,8,3,7,1,1,0,7.4,249
0,11,1,3,10,1,1,0,0,6.4,167,15,0,10,3,11,0,0,0,7.2,219
0,14,1,4,4,9,1,0,0,6.8,230,36,0,4,4,4,0,0,0,7.2,233
1,32,1,7,6,6,1,0,0,7.2,219,12,0,6,7,5,0,1,0,7.0,226
0,19,0,11,9,14,0,1,1,6.6,195,17,1,9,11,12,1,0,0,6.4,147
0,16,1,11,9,12,0,0,0,7.0,202,18,0,9,11,10,1,0,0,7.2,211
0,55,0,4,3,2,0,0,0,6.8,230,11,1,3,4,2,1,0,0,7.0,248
1,15,1,6,4,4,0,0,0,7.2,238,20,0,4,6,5,0,0,0,6.6,218
0,14,1,12,8,13,1,0,1,7.0,232,20,0,8,12,8,0,1,0,6.4,207
0,17,0,1,4,1,0,0,0,6.4,232,14,1,4,1,6,1,1,0,7.0,239
0,50,1,5,7,9,0,0,0,7.0,222,18,0,7,5,6,1,0,0,7.2,258
0,11,1,7,10,5,0,0,0,7.0,202,15,0,10,7,10,0,0,0,7.2,238
1,20,0,9,11,10,0,1,0,6.8,198,47,1,11,9,13,1,0,0,7.0,182
0,12,0,2,4,3,0,0,0,6.6,240,12,1,4,2,5,0,0,0,7.2,253
1,14,1,10,8,17,1,0,0,6.8,201,13,0,8,10,9,0,0,0,7.4,204
0,19,1,8,3,11,0,1,0,6.8,204,74,0,3,8,2,0,0,0,6.6,214
1,13,0,4,5,7,0,0,0,7.2,254,18,1,5,4,6,1,0,0,7.2,234
1,15,1,6,5,5,0,1,0,7.2,238,22,0,5,6,8,1,0,0,6.8,213
0,13,0,1,4,1,0,0,0,7.0,235,13,1,4,1,4,1,0,0,7.2,258
0,17,0,5,3,3,1,0,0,7.0,255,16,1,3,5,3,0,0,0,6.6,182
0,14,1,5,9,4,0,0,0,7.0,206,16,0,9,5,13,0,0,0,7.0,234
0,16,0,6,15,9,0,0,0,6.6,161,17,1,15,6,16,1,0,0,7.4,226
0,53,1,5,1,8,1,1,0,6.8,215,14,0,1,5,2,0,0,0,6.6,245
0,14,1,6,6,9,1,0,0,7.2,233,22,0,6,6,8,0,0,0,7.4,220
0,13,1,6,4,6,0,1,0,7.0,212,11,0,4,6,2,0,0,0,7.0,256
1,16,1,8,4,7,0,0,0,7.2,256,13,0,4,8,4,0,0,0,7.0,218
0,16,1,8,6,8,0,0,0,6.8,226,25,0,6,8,10,1,0,0,6.8,230
0,21,0,4,2,7,0,0,0,6.8,191,21,1,2,4,3,0,1,0,6.8,239
1,12,1,9,10,10,0,0,0,7.0,229,19,0,10,9,13,1,0,0,7.2,200
1,13,0,7,4,5,0,0,0,7.0,233,19,1,4,7,5,1,1,1,7.0,232
0,18,1,8,1,6,0,1,0,7.4,264,15,0,1,8,1,1,0,0,6.6,210
0,18,0,8,5,6,0,0,0,6.8,209,16,1,5,8,5,1,0,0,6.8,192
0,19,0,2,3,2,1,0,0,6.8,220,11,1,3,2,2,0,1,0,6.6,224
1,15,1,6,5,7,1,0,0,7.0,232,13,0,5,6,9,0,0,0,6.6,197
1,20,1,4,5,3,0,0,0,6.8,264,67,0,5,4,8,1,0,0,7.2,225
0,14,0,2,8,2,1,1,0,7.0,204,15,1,8,2,11,0,0,0,7.0,201
0,13,1,5,3,7,0,0,0,7.2,257,38,0,3,5,5,1,1,0,7.0,227
0,18,1,5,9,2,1,0,0,5.8,155,14,0,9,5,11,0,1,2,7.4,203
0,16,0,3,13,6,0,0,0,6.6,207,38,1,13,3,16,0,0,0,7.6,273
0,38,1,3,3,6,1,0,0,7.0,261,15,0,3,3,6,0,0,0,7.2,228
1,17,1,7,2,9,0,1,0,7.0,209,18,0,2,7,1,0,0,0,6.0,224
0,14,0,4,8,4,1,0,0,6.6,196,39,1,8,4,10,0,0,0,7.0,235
1,41,1,12,5,18,1,0,0,7.0,227,17,0,5,12,7,0,0,0,6.8,203
1,17,1,9,1,9,1,0,0,7.0,229,16,0,1,9,0,0,0,0,6.6,191
1,13,1,6,1,2,1,1,3,7.4,276,14,0,1,6,1,0,0,0,5.4,176
0,14,0,8,10,4,0,0,0,6.4,213,13,1,10,8,10,1,1,1,7.4,218
1,14,1,5,4,3,1,0,0,7.0,214,13,0,4,5,2,0,1,0,7.2,204
1,14,1,8,9,7,0,0,0,7.0,200,16,0,9,8,6,1,0,0,6.8,198
0,43,0,4,6,4,0,0,0,7.0,187,18,1,6,4,6,0,1,0,7.0,217
0,17,0,8,10,10,0,0,0,7.2,206,16,1,10,8,8,0,1,1,7.2,244
1,24,0,7,4,11,0,0,0,7.2,231,16,1,4,7,6,0,0,0,7.0,262
0,33,0,1,9,0,0,0,0,6.6,194,18,1,9,1,8,1,0,1,7.2,225
0,19,0,8,8,9,1,0,0,6.8,214,11,1,8,8,10,0,0,0,7.0,191
1,12,1,2,2,0,0,0,0,7.0,239,23,0,2,2,2,1,0,0,7.2,258
0,35,1,5,4,4,0,1,0,7.4,244,16,0,4,5,3,1,0,0,7.0,243
0,18,1,7,11,9,0,1,0,6.6,198,17,0,11,7,17,1,0,0,7.0,196
0,19,1,5,3,6,1,0,0,6.8,249,43,0,3,5,3,0,0,0,7.2,250
0,18,1,7,7,11,0,0,0,7.0,230,16,0,7,7,10,1,0,0,7.2,222
1,18,0,3,6,4,0,0,0,7.0,228,40,1,6,3,11,0,0,0,7.2,247
0,16,0,6,8,3,0,0,0,6.4,203,21,1,8,6,5,1,0,0,6.6,204
1,18,1,12,3,17,1,1,1,7.4,272,50,0,3,12,6,0,0,0,6.6,212
0,15,0,7,13,9,0,0,0,6.8,186,17,1,13,7,10,1,0,0,7.2,216
1,19,1,5,5,10,0,1,0,6.2,194,16,0,5,5,6,0,0,0,7.0,219
0,15,1,5,11,6,0,0,0,6.6,209,13,0,11,5,18,1,0,0,6.8,175
0,17,0,1,5,1,1,0,0,6.8,214,13,1,5,1,2,0,0,0,7.0,216
1,12,0,2,10,1,0,1,0,6.6,204,19,1,10,2,5,0,0,0,7.2,224
1,39,0,7,6,6,0,0,0,7.4,254,17,1,6,7,3,1,0,0,7.2,214
0,53,0,5,9,5,1,0,0,6.8,207,20,1,9,5,10,0,0,1,7.4,251
1,46,1,11,1,13,0,0,0,7.2,230,14,0,1,11,1,0,0,0,6.8,259
1,15,1,8,12,5,1,0,0,6.4,216,13,0,12,8,19,0,0,0,7.4,204
1,11,1,18,10,15,1,0,0,7.6,224,13,0,10,18,11,0,0,0,6.8,135
0,15,1,5,1,7,1,0,0,7.2,221,16,0,1,5,1,0,0,0,7.0,235
1,12,1,5,4,3,1,0,0,6.4,184,17,0,4,5,2,0,1,0,6.8,248
0,14,0,5,6,3,0,1,0,6.6,223,20,1,6,5,8,1,0,0,7.0,221
0,13,0,4,3,4,0,0,0,7.0,236,18,1,3,4,3,1,0,0,6.8,238
0,41,1,5,1,5,1,0,0,7.2,233,15,0,1,5,1,0,0,0,6.6,238
0,12,1,10,7,15,1,0,0,7.0,177,121,0,7,10,5,0,1,0,6.8,186
0,16,1,6,6,5,0,1,0,7.6,236,13,0,6,6,7,1,0,0,7.4,213
1,15,0,8,8,5,0,0,0,7.2,227,17,1,8,8,5,1,0,0,7.0,225
1,16,0,9,2,16,1,0,0,7.4,254,16,1,2,9,3,0,0,0,6.6,171
1,11,1,11,10,8,1,0,0,6.8,205,17,0,10,11,6,0,0,0,6.8,168
1,18,1,5,6,2,0,0,0,7.0,251,13,0,6,5,9,1,0,0,7.2,211
0,15,0,5,4,7,1,1,0,7.0,243,42,1,4,5,1,0,0,0,7.0,234
0,27,0,3,8,2,0,0,0,7.0,238,16,1,8,3,6,1,0,0,7.2,216
0,14,1,3,13,2,0,0,0,5.6,197,52,0,13,3,18,1,0,0,6.8,204
0,15,0,8,8,11,0,0,0,6.8,218,15,1,8,8,12,0,1,0,6.6,191
1,14,0,11,5,10,0,0,0,7.0,217,14,1,5,11,8,0,0,0,6.6,203
1,111,1,13,10,18,1,1,0,6.8,207,27,0,10,13,8,0,0,0,6.6,204
1,41,1,6,9,8,0,1,0,6.8,187,34,0,9,6,10,1,0,0,7.0,183
1,17,0,9,7,4,0,0,0,6.8,239,15,1,7,9,4,1,0,0,6.8,208
0,25,1,6,8,9,0,1,1,6.6,186,13,0,8,6,10,0,0,0,7.2,242
1,38,1,7,5,8,1,1,0,6.6,209,8,0,5,7,9,0,0,0,6.8,191
0,11,1,6,5,6,1,0,0,7.0,225,12,0,5,6,5,0,0,0,6.8,205
0,34,1,9,5,10,1,0,0,7.0,198,12,0,5,9,5,0,0,0,6.8,197
0,20,0,9,11,7,0,0,1,6.2,207,14,1,11,9,11,1,0,0,6.6,190
1,33,1,8,7,7,1,0,0,7.2,224,53,0,7,8,6,0,1,0,7.2,225
1,19,1,9,1,9,1,0,0,7.0,249,17,0,1,9,0,0,0,0,6.6,214
0,13,0,5,6,5,0,0,0,6.8,219,17,1,6,5,5,1,0,0,7.4,244
0,19,0,2,6,0,0,0,0,7.2,239,18,1,6,2,6,1,0,0,6.8,233
1,53,1,12,5,17,0,0,0,6.8,194,18,0,5,12,5,0,0,0,6.4,215
0,16,1,8,7,8,0,0,0,6.8,239,17,0,7,8,4,1,0,0,7.2,184
0,19,0,3,6,3,1,0,0,6.6,234,59,1,6,3,6,0,1,0,7.2,252
0,18,0,4,7,4,0,0,0,6.2,206,13,1,7,4,4,0,1,1,7.0,196
0,10,0,4,7,1,0,0,0,6.8,230,16,1,7,4,8,1,0,0,6.8,215
1,14,0,8,4,11,0,0,0,7.2,218,10,1,4,8,5,0,0,0,6.8,219
0,11,0,3,6,3,1,1,0,7.0,232,14,1,6,3,8,0,0,0,6.8,208
1,13,1,6,4,7,0,1,0,7.2,221,17,0,4,6,3,1,0,0,6.8,196
0,15,1,6,6,10,0,0,0,6.8,205,18,0,6,6,7,0,1,0,7.0,219
0,17,0,5,10,5,0,0,0,6.8,183,17,1,10,5,9,1,0,0,7.2,256
0,35,0,7,10,7,0,1,0,7.2,209,12,1,10,7,13,0,0,0,7.4,212
1,16,1,8,11,13,1,0,0,6.8,200,17,0,11,8,15,0,0,0,6.8,220
0,14,1,11,6,17,0,0,0,7.0,201,14,0,6,11,5,0,0,0,6.6,212
0,58,0,4,7,2,0,0,0,7.0,207,20,1,7,4,5,1,1,0,7.0,236
0,16,1,4,6,2,0,0,0,6.8,235,12,0,6,4,8,0,0,0,7.2,222
1,16,1,10,3,11,0,1,0,7.0,218,12,0,3,10,4,0,0,0,6.6,198
0,14,0,0,5,0,0,1,0,6.8,218,19,1,5,0,6,1,0,0,7.2,256
0,17,0,7,8,6,0,0,0,6.2,186,19,1,8,7,10,1,0,0,6.6,199
0,13,1,4,4,0,0,0,0,7.0,197,14,0,4,4,7,1,0,0,7.2,238
1,14,1,7,4,8,1,0,0,6.8,229,16,0,4,7,3,0,0,0,6.8,179
0,18,1,5,3,10,0,0,0,6.6,184,17,0,3,5,4,1,0,0,6.6,229
1,42,1,9,6,10,1,0,0,7.4,242,17,0,6,9,4,0,0,0,6.8,200
1,14,1,7,4,8,1,0,0,6.8,220,12,0,4,7,5,0,0,0,6.8,224
0,13,0,7,7,12,0,0,0,7.0,211,10,1,7,7,13,1,0,0,7.2,238
1,17,0,5,8,4,1,0,0,7.0,218,15,1,8,5,2,0,0,0,7.2,233
0,15,1,4,7,2,0,0,0,6.6,205,13,0,7,4,10,1,0,0,7.4,226
1,14,1,9,8,7,1,0,0,7.2,207,11,0,8,9,11,0,0,0,6.8,188
1,15,1,5,5,6,0,0,0,7.2,251,13,0,5,5,5,0,0,0,7.0,199
1,13,0,5,2,5,1,0,0,7.0,205,20,1,2,5,2,0,1,0,7.0,230
0,42,0,6,6,5,0,0,0,6.8,195,16,1,6,6,5,1,0,0,7.0,203
1,15,1,5,4,1,1,1,0,7.0,211,13,0,4,5,4,0,0,0,6.8,187
0,38,0,2,5,2,0,0,0,6.8,193,13,1,5,2,8,1,0,0,6.6,229
0,44,1,7,5,5,0,0,0,7.0,241,25,0,5,7,11,1,0,0,7.0,211
1,14,1,9,8,17,0,0,0,6.4,204,18,0,8,9,18,1,0,0,6.8,210
0,56,1,8,2,9,0,0,0,6.8,207,14,0,2,8,4,1,0,0,6.6,198
0,13,0,11,9,15,0,0,0,6.6,219,16,1,9,11,10,0,0,0,6.8,182
0,14,1,3,4,2,0,0,0,6.8,226,41,0,4,3,1,1,0,0,7.2,247
0,14,0,6,8,10,0,0,0,6.8,189,19,1,8,6,11,1,0,0,7.0,226
0,15,0,1,6,1,0,0,0,6.8,239,19,1,6,1,6,0,1,0,7.0,204
0,15,0,6,5,6,0,0,0,7.2,197,25,1,5,6,7,1,0,0,7.0,223
0,17,1,4,8,3,1,0,0,6.4,175,19,0,8,4,11,0,0,0,7.0,213
0,14,1,6,6,7,1,0,0,7.0,225,15,0,6,6,3,0,0,0,7.0,213
0,30,0,8,5,9,0,0,0,7.2,225,15,1,5,8,3,0,0,0,6.8,214
0,13,0,7,9,9,1,0,0,7.0,205,19,1,9,7,12,0,0,0,7.2,199
0,45,0,7,4,6,0,0,0,7.0,207,17,1,4,7,4,0,1,1,6.6,207
0,14,0,3,7,3,0,0,0,7.2,212,15,1,7,3,9,1,0,0,7.0,241
1,12,1,12,5,13,1,0,0,7.4,228,21,0,5,12,6,0,0,0,6.2,183
1,17,0,1,7,0,1,0,0,6.2,208,25,1,7,1,9,0,0,0,7.2,222
1,18,1,4,1,3,1,1,0,7.2,271,15,0,1,4,1,0,0,0,7.2,245
1,11,0,6,7,5,0,0,0,7.0,188,19,1,7,6,4,1,0,0,7.0,199
0,18,0,6,3,8,0,0,0,7.2,222,16,1,3,6,5,1,1,0,6.8,210
1,15,1,8,2,10,0,0,0,6.8,236,16,0,2,8,4,0,0,0,7.2,180
1,18,0,5,4,6,0,0,0,6.6,231,15,1,4,5,5,0,0,0,6.6,216
0,14,0,8,10,11,1,0,0,7.0,207,13,1,10,8,17,0,1,1,6.8,173
1,11,1,13,7,10,1,0,3,7.2,234,11,0,7,13,9,0,0,0,4.8,107
1,15,1,9,6,15,0,0,0,7.0,218,15,0,6,9,8,1,0,0,7.4,236
0,5,0,2,15,2,0,0,0,5.4,130,17,1,15,2,12,0,0,1,7.4,247
0,15,0,7,4,7,0,0,0,7.2,239,48,1,4,7,7,1,0,0,7.2,232
1,15,0,6,8,9,0,0,0,6.8,233,14,1,8,6,10,1,0,0,7.2,211
1,13,1,1,2,1,0,0,0,6.8,225,16,0,2,1,1,0,0,0,7.0,240
0,11,0,6,12,8,0,0,0,6.4,187,20,1,12,6,18,1,0,0,7.2,230
1,17,1,5,6,11,1,0,0,7.4,223,18,0,6,5,11,0,0,0,6.8,215
1,12,0,1,4,2,0,1,0,7.0,214,19,1,4,1,4,1,0,0,7.0,253
0,14,0,7,9,7,1,0,0,6.8,198,10,1,9,7,6,0,0,0,7.0,227
0,32,1,4,6,4,0,1,0,6.8,205,17,0,6,4,8,1,0,0,7.2,206
1,20,1,6,5,4,1,0,0,6.8,235,15,0,5,6,3,0,0,0,6.6,241
0,16,1,2,4,3,0,1,0,7.0,223,15,0,4,2,5,1,0,0,6.8,199
0,13,0,9,11,13,0,0,0,7.2,228,12,1,11,9,18,1,0,0,7.2,200
1,19,0,6,9,3,0,0,0,6.6,165,12,1,9,6,6,1,0,0,7.2,239
0,17,0,3,11,3,0,0,0,6.4,217,15,1,11,3,13,1,0,0,7.4,240
1,11,0,11,8,11,0,1,0,7.0,192,16,1,8,11,6,0,0,1,6.8,228
1,16,1,9,6,10,0,1,0,7.0,197,14,0,6,9,2,1,0,0,6.6,205
